1: result: 22816, correct: 22816, passed: yes
1951: result: 25888, correct: 25888, passed: yes
1952: result: 77091, correct: 77091, passed: yes
1953: result: 51946, correct: 51946, passed: yes
1954: result: 46024, correct: 46024, passed: yes
1955: result: 43602, correct: 43602, passed: yes
1956: result: 28061, correct: 28061, passed: yes
1957: result: 24518, correct: 24518, passed: yes
1958: result: 56675, correct: 56675, passed: yes
1959: result: 43525, correct: 43525, passed: yes
1960: result: 46949, correct: 46949, passed: yes
1961: result: 3140, correct: 3140, passed: yes
1962: result: 12797, correct: 12797, passed: yes
1963: result: 31425, correct: 31425, passed: yes
1964: result: 17225, correct: 17225, passed: yes
1965: result: 12551, correct: 12551, passed: yes
1966: result: 65009, correct: 65009, passed: yes
1967: result: 12391, correct: 12391, passed: yes
1968: result: 57396, correct: 57396, passed: yes
1969: result: 70643, correct: 70643, passed: yes
1970: result: 32568, correct: 32568, passed: yes
1971: result: 30773, correct: 30773, passed: yes
1972: result: 24853, correct: 24853, passed: yes
1973: result: 28574, correct: 28574, passed: yes
1974: result: 78352, correct: 78352, passed: yes
1975: result: 31807, correct: 31807, passed: yes
1976: result: 70735, correct: 70735, passed: yes
1977: result: 72079, correct: 72079, passed: yes
1978: result: 17370, correct: 17370, passed: yes
1979: result: 93462, correct: 93462, passed: yes
1980: result: 70665, correct: 70665, passed: yes
1981: result: 47045, correct: 47045, passed: yes
1982: result: 51236, correct: 51236, passed: yes
1983: result: 23387, correct: 23387, passed: yes
1984: result: 37017, correct: 37017, passed: yes
1985: result: 46460, correct: 46460, passed: yes
1986: result: 9475, correct: 9475, passed: yes
1987: result: 8583, correct: 8583, passed: yes
1988: result: 8673, correct: 8673, passed: yes
1989: result: 46021, correct: 46021, passed: yes
1990: result: 15768, correct: 15768, passed: yes
1991: result: 46006, correct: 46006, passed: yes
1992: result: 27124, correct: 27124, passed: yes
1993: result: 1784, correct: 1784, passed: yes
1994: result: 72405, correct: 72405, passed: yes
1995: result: 15620, correct: 15620, passed: yes
1996: result: 73618, correct: 73618, passed: yes
1997: result: 28314, correct: 28314, passed: yes
1998: result: 51725, correct: 51725, passed: yes
1999: result: 36090, correct: 36090, passed: yes
2000: result: 64369, correct: 64369, passed: yes
